0,target acceleration,200,100,0.2
1,target acceleration,200,100,0.4
2,target acceleration,200,100,0.6
3,target acceleration,200,100,0.8
4,target acceleration,200,100,1.0
5,target acceleration,200,100,1.2
6,target acceleration,200,100,1.4
7,target acceleration,200,100,1.6
8,target acceleration,200,100,1.8
9,target acceleration,200,100,2.0
10,target acceleration,200,100,2.2
11,target acceleration,200,100,2.4
12,target acceleration,200,100,2.6
13,target acceleration,200,100,2.8
14,target acceleration,200,100,3.0
