0,apply_steer,3,27,-1
1,apply_steer,3,27,1
2,apply_steer,3,27,-2
3,apply_steer,3,27,2
4,apply_steer,3,27,-4
5,apply_steer,3,27,4
6,apply_steer,3,27,-8
7,apply_steer,3,27,8
8,apply_steer,3,27,-16
9,apply_steer,3,27,16
10,apply_steer,3,27,-32
11,apply_steer,3,27,32
12,apply_steer,3,27,-64
13,apply_steer,3,27,64
14,apply_steer,3,27,-128
15,apply_steer,3,27,128
16,apply_steer,3,27,-256
17,apply_steer,3,27,256
18,apply_steer,3,27,-512
19,apply_steer,3,27,512
20,apply_steer,3,27,-1024
21,apply_steer,3,27,1024
22,apply_steer,3,27,-2048
23,apply_steer,3,27,2048
24,apply_steer,3,27,-4096
25,apply_steer,3,27,4096
