0,relative distance,0,200,19
1,relative distance,0,200,22
2,relative distance,0,200,37
3,relative distance,0,200,48
4,relative distance,0,200,56
5,relative distance,0,200,69
6,relative distance,0,200,70
7,relative distance,0,200,80
8,relative distance,0,200,99
9,relative distance,0,200,100
10,relative distance,0,200,118
11,relative distance,0,200,124
12,relative distance,0,200,136
13,relative distance,0,200,146
14,relative distance,0,200,150
15,relative distance,0,200,160
16,relative distance,0,200,174
17,relative distance,0,200,188
18,relative distance,0,200,190
19,relative distance,0,200,207
20,relative distance,0,200,212
21,relative distance,0,200,225
22,relative distance,0,200,237
23,relative distance,0,200,242
24,relative distance,0,200,256
