0,relative distance,0,200,14
1,relative distance,0,200,23
2,relative distance,0,200,32
3,relative distance,0,200,45
4,relative distance,0,200,52
5,relative distance,0,200,61
6,relative distance,0,200,70
7,relative distance,0,200,83
8,relative distance,0,200,98
9,relative distance,0,200,101
10,relative distance,0,200,117
11,relative distance,0,200,121
12,relative distance,0,200,134
13,relative distance,0,200,149
14,relative distance,0,200,159
15,relative distance,0,200,165
16,relative distance,0,200,171
17,relative distance,0,200,184
18,relative distance,0,200,197
19,relative distance,0,200,203
