0,path model,0,0,-5,-4
1,path model,0,0,-4,-3
2,path model,0,0,-3,-2
3,path model,0,0,-2,-1
4,path model,0,0,-1,0
5,path model,0,0,0,1
6,path model,0,0,1,2
7,path model,0,0,2,3
8,path model,0,0,3,4
9,path model,0,0,4,5
