0,target acceleration,0,50,0.0
1,target acceleration,0,50,0.1
2,target acceleration,0,50,0.2
3,target acceleration,0,50,0.3
4,target acceleration,0,50,0.4
5,target acceleration,0,50,0.5
6,target acceleration,0,50,0.6
7,target acceleration,0,50,0.7
8,target acceleration,0,50,0.8
9,target acceleration,0,50,0.9
10,target acceleration,0,50,1.0
11,target acceleration,0,50,1.1
12,target acceleration,0,50,1.2
13,target acceleration,0,50,1.3
14,target acceleration,0,50,1.4
15,target acceleration,0,50,1.5
