0,path poly,3,27,-5,-4
1,path poly,3,27,-4,-3
2,path poly,3,27,-3,-2
3,path poly,3,27,-2,-1
4,path poly,3,27,-1,0
5,path poly,3,27,0,1
6,path poly,3,27,1,2
7,path poly,3,27,2,3
8,path poly,3,27,3,4
9,path poly,3,27,4,5
