0,relative distance,0,50,18
1,relative distance,0,50,34
2,relative distance,0,50,40
3,relative distance,0,50,53
4,relative distance,0,50,60
5,relative distance,0,50,70
6,relative distance,0,50,80
7,relative distance,0,50,90
8,relative distance,0,50,102
9,relative distance,0,50,111
10,relative distance,0,50,118
11,relative distance,0,50,127
12,relative distance,0,50,139
13,relative distance,0,50,154
14,relative distance,0,50,156
15,relative distance,0,50,172
16,relative distance,0,50,179
17,relative distance,0,50,190
18,relative distance,0,50,196
19,relative distance,0,50,213
20,relative distance,0,50,220
21,relative distance,0,50,225
22,relative distance,0,50,239
23,relative distance,0,50,247
